1142	2024-12-23T21:54:56Z	2025-01-02T17:58:26Z	Version Packages
1139	2024-12-23T21:05:39Z	2024-12-23T21:54:23Z	path parameters are always strings
1117	2024-11-22T21:41:01Z	2024-11-23T00:14:27Z	Version Packages
1106	2024-11-08T06:40:02Z	2025-01-01T23:31:42Z	[Snyk] Security upgrade json-schema-faker from 0.5.6 to 0.5.8
1099	2024-11-02T15:29:15Z	2024-11-22T21:39:38Z	fixes to make sure $ref is followed
1082	2024-10-15T10:26:27Z	2024-10-15T10:53:53Z	Version Packages
1081	2024-10-15T00:44:29Z	2024-10-15T10:25:55Z	fix vscode link on windows - fixes #1058
1076	2024-10-10T19:17:27Z	2024-10-10T19:24:06Z	Version Packages
1074	2024-10-09T16:44:35Z	2024-10-10T19:16:49Z	fix(server): Add support for directories with multiple wildcard children
1068	2024-10-03T21:23:37Z	2024-10-03T21:27:27Z	lint *.test.ts files
1062	2024-10-02T21:10:36Z	2024-10-02T21:42:36Z	map index.ts to / -- fixes #1056
1061	2024-10-02T17:55:09Z	2024-10-02T18:10:24Z	Version Packages
1060	2024-10-02T17:42:53Z	2024-10-02T17:54:36Z	fix an issue where request body type is not found when consumes is in the root
1059	2024-10-02T15:08:38Z	2024-10-02T15:20:52Z	fix the docs for quickstart
